Proposal ID,Programme Name,Sub-Programme,Supplement,Lead Applicant,Research Body,Proposal Title,Start Date,End Date,Funding
06/IN.1/I366 STTF09,SFI Short Term Travel Fellowship,,,James Gleeson,University of Limerick (UL),A new approach to predicting dynamics on real-world networks,11/01/2009,11/26/2010,7526
06/IN.1/I85 STTF09,SFI Short Term Travel Fellowship,,,Kevin M Ryan,University of Limerick (UL),Atom Probing of Non-Seeded Semiconductor Nanowires,11/01/2009,11/26/2010,7756
05/IN.1/I850 IRP09,SFI Principal Investigator Programme,,International Research Partnerships Supplement,Michael Coey,Trinity College Dublin (TCD),Novel approaches to use magnetic tunnel junctions for sensors and logic devices,12/01/2009,4/25/2011,53300
09/CW/B1723,SFI Conferences and Workshops Programme,,,Martin Caffrey,Trinity College Dublin (TCD),13th International Conference on the Crystallization of Biological Macromolecules,12/15/2009,12/10/2010,24000
08/IN.1/I2112 TIDA 09,SFI Technology Innovation Development Award ,,,Anil Kokaram,Trinity College Dublin (TCD),Content Based Multiview Media Editing for eLearning Environments - CBM2 E3,12/01/2009,6/24/2011,108983
05/PICA/B802 TIDA 09,SFI Technology Innovation Development Award ,,,Anita Maguire,University College Cork (UCC),Powder diffraction of pharmaceutical co-crystals,12/31/2009,12/26/2010,93396
05/IN.1/I886 TIDA 09,SFI Technology Innovation Development Award ,,,Eugene Freuder,University College Cork (UCC),Costraint Baset Energy Cost Efficient Scheduling,12/01/2009,4/25/2011,83357
09/RFP/ECE2394 TIDA 09,SFI Technology Innovation Development Award ,,,Andrew Keane,University College Dublin (UCD),Determination of electrical load composition to enable reduced network investment & energy savings,12/31/2009,9/29/2012,59052
07/IN.1/B1836 TIDA 09,SFI Technology Innovation Development Award ,,,Martin Caffrey,Trinity College Dublin (TCD),Towards Structure-Based Drug Development.  A Collaboration with Pfizer Global Research and Development,12/01/2009,10/31/2012,77688
07/IN.1/I906 TIDA 09,SFI Technology Innovation Development Award ,,,Christopher Dainty,"National University of Ireland, Galway (NUIG)",Innovation Development in Optics,12/30/2009,6/23/2011,38579
08/IN.1/I1932 TIDA 09,SFI Technology Innovation Development Award ,,,Graham Cross,Trinity College Dublin (TCD),Quantitative in situ assessment of adhesion of polymer/drug dots and coatings on metal wire drug-eluting stents,12/31/2009,3/30/2011,89778
07/IN.1/I933 TIDA 09,SFI Technology Innovation Development Award ,,,Thomas Brazil,University College Dublin (UCD),Advanced Simulation of a Novel Radar-Based Biomedical Sensor,12/01/2009,11/26/2010,56362
09/CW/B1787,SFI Conferences and Workshops Programme,,,Abhay Pandit,"National University of Ireland, Galway (NUIG)",Tissue Engineering Regenerative Medicine International Society-EU Meeting,12/15/2009,12/10/2010,16529
04/CE/I590a6,SFI Infrastructural Support,Tyndall National Access Plan,,Roger Whatmore,Tyndall National Institute (TNI),Tyndall National Institute: National Access Programme (Year 6),12/01/2009,11/26/2010,640404
09/CW/B1786,SFI Conferences and Workshops Programme,,,Jacqueline Nugent,"National University of Ireland, Maynooth (NUIM)",2nd International Symposium on Chloroplast Genomics and Genetic Engineering,02/01/2010,10/29/2010,3500
09/CW/I1788,SFI Conferences and Workshops Programme,,,Samantha Fahy,Dublin City University (DCU),37th European Physical Society Conference on Plasma Physics,02/01/2010,10/29/2010,20000
09/CW/B1796,SFI Conferences and Workshops Programme,,,Catherine Stanton,Teagasc,USA/Ireland Functional Foods Conference 2010: Dietary Optimization of Gut Function & the Microbiota,03/01/2010,8/28/2010,10000
09/CW/I1799,SFI Conferences and Workshops Programme,,,James McAteer,Trinity College Dublin (TCD),STEREO Science Workshop,03/01/2010,8/28/2010,3500
09/CW/I1800,SFI Conferences and Workshops Programme,,,James McAteer,Trinity College Dublin (TCD),Here Comes The Sun - Sensing Our Nearest Star,03/01/2010,8/28/2010,994
09/CW/I1804,SFI Conferences and Workshops Programme,,,Richard Middleton,"National University of Ireland, Maynooth (NUIM)",3rd International Workshop on Systems Biology (IWSB) and Systems Approaches to Parkinsons Disease Symposium (SAPD),03/01/2010,11/26/2010,3000
09/CW/B1792,SFI Conferences and Workshops Programme,,,Thomas Connor,Trinity College Dublin (TCD),17th Annual Meeting of the PsychoNeuroImmunology Research Society,03/01/2010,8/28/2010,5000
09/CW/B1810,SFI Conferences and Workshops Programme,,,Sherif Sultan,"National University of Ireland, Galway (NUIG)",8th Annual Western Vascular Institute Symposium,03/03/2010,11/28/2010,5000
09/IN.1/I2652,SFI Principal Investigator Programme,,,Max Ammann,Technological University Dublin (TU Dublin),Footwear Telemetry Antennas for the Next Generation of Body-Centric Sensor Networks,04/01/2010,9/30/2014,525890
09/IN.1/B2609,SFI Principal Investigator Programme,,,Steffen Backert,University College Dublin (UCD),Importance of bacterial factors and signalling cascades in host cell invasion of the food-borne pathogen Campylobacter jejuni,04/01/2010,12/31/2012,470003
09/IN.1/I2653,SFI Principal Investigator Programme,,,Liam Barry,Dublin City University (DCU),Applications of Wavelength Tuneable Lasers in Access and Metro Networks,04/01/2010,3/31/2015,989206
09/IN.1/B2601,SFI Principal Investigator Programme,,,Michael Berndt,Dublin City University (DCU),A novel pathway initiating adhesion-dependent platelet thrombosis,04/01/2010,3/31/2013,590156
09/IN.1/B2642,SFI Principal Investigator Programme,,,Daniel Bradley,Trinity College Dublin (TCD),Bovine Genetic Variation and Disease Susceptibility,04/01/2010,3/31/2016,1225731
09/IN.1/I2635,SFI Principal Investigator Programme,,,Attilio Cafolla,Dublin City University (DCU),Formation characterisation and exploitation of covalently bonded porphyrin nanostructures,04/01/2010,9/30/2014,497609
09/IN.1/I2631,SFI Principal Investigator Programme,,,Nick Campbell,Trinity College Dublin (TCD),FASTNET - Focus on Actions in Social Talk: Network-Enabling Technology,04/01/2010,3/31/2015,1223626
09/IN.1/I2641,SFI Principal Investigator Programme,,,Michael Connelly,University of Limerick (UL),Quantum-Dot Semiconductor Optical Amplifier based All-Optical Signal Processing for Ultra High-Speed Photonic Systems,04/01/2010,6/30/2015,502020
09/IN.1/B2634,SFI Principal Investigator Programme,,,Oliver Dolly,Dublin City University (DCU),Novel therapeutic approaches to normalise the exocytosis of transmitters from nerve endings in disease states via voltage-activated K+ channel and SNARE proteins,04/01/2010,3/31/2015,1164066
09/IN.1/I2628,SFI Principal Investigator Programme,,,Simon Elliott,Tyndall National Institute (TNI),ALDesign - Process design for atomic layer deposition,04/01/2010,3/31/2015,627376
09/IN.1/I2608,SFI Principal Investigator Programme,,,Damian Flynn,University College Dublin (UCD),Enhancement of short-term power system flexibility at high wind penetration levels,04/01/2010,8/31/2016,670013
09/IN.1/I2645,SFI Principal Investigator Programme,,,Andrew Fowler,University of Limerick (UL),Mathematical modelling of bacterial growth and water quality in natural and commercial environments,04/01/2010,12/31/2014,581973
09/IN.1/B2627,SFI Principal Investigator Programme,,,Declan Gilheany,University College Dublin (UCD),Construction of P-Stereogenic Components of ProTide Drug Candidates,04/01/2010,3/31/2015,1619899
09/IN.1/B2623,SFI Principal Investigator Programme,,,Martin Ulrich Hegner,Trinity College Dublin (TCD),Nanomechanics of Molecular Motors and Cantilever Array Bio-Diagnostic Devices,04/01/2010,9/30/2016,1395643
09/IN.1/I2602,SFI Principal Investigator Programme,,,Justin Holmes,University College Cork (UCC),Novel Nanowire Structures for Devices,04/01/2010,9/30/2015,1773186
09/IN.1/I2633,SFI Principal Investigator Programme,,,Paul Hurley,Tyndall National Institute (TNI),Investigating Emerging Non-Silicon Transistors (INVENT),04/01/2010,12/31/2015,850326
09/IN.1/I2618,SFI Principal Investigator Programme,,,Joao Marques-Silva,University College Dublin (UCD),BEACON:  BoolEAn-based deCision and OptimizatioN procedures,04/01/2010,9/30/2015,846693
09/IN.1/B2629,SFI Principal Investigator Programme,,,Mary McCaffrey,University College Cork (UCC),Functional analysis of the Rab11 and Rab14 GTPases and their associated proteins in eukaryotic membrane trafficking with potential identification of targets for therapeutic intervention in the treatment of human disease,10/01/2010,9/30/2015,984936
09/IN.1/B2624,SFI Principal Investigator Programme,,,Justin V McCarthy,University College Cork (UCC),Functional characterization of presenilin-dependent regulated intramembrane proteolysis of cytokine receptors: relevance to presenilin biology and immune systems,04/01/2010,9/30/2014,918329
09/IN.1/B2640,SFI Principal Investigator Programme,,,Ross McManus,Trinity College Dublin (TCD),Post-genomic investigation of celiac disease susceptibility genes,04/01/2010,7/31/2016,1050945
09/IN.1/B2614,SFI Principal Investigator Programme,,,Kevin Mitchell,Trinity College Dublin (TCD),Molecular Genetic Analyses of Thalamocortical Connectivity,04/01/2010,3/31/2015,1042385
09/IN.1/B2625,SFI Principal Investigator Programme,,,Grace Mulcahy,University College Dublin (UCD),Helminth co-infection as a modulator of the bovine immune response,04/01/2010,9/30/2014,771462
09/IN.1/B2613,SFI Principal Investigator Programme,,,Evelyn Murphy,University College Dublin (UCD),Functional analysis of NR4A receptor activity during distinct phases of acute and chronic inflammation,04/01/2010,9/30/2015,615491
09/IN.1/B2606,SFI Principal Investigator Programme,,,Ronan O'Connell,University College Dublin (UCD),Colonisation by sulphate reducing bacteria (SRB) subspecies in normal and inflamed colon and colonocyte responses to the SRB metabolite hydrogen sulphide,07/10/2010,07/09/2015,768632
09/IN.1/I2637,SFI Principal Investigator Programme,,,Barak Pearlmutter,"National University of Ireland, Maynooth (NUIM)",Higher-Level Efficient Numerics and Machine Learning,04/01/2010,2/29/2016,583481
09/IN.1/B2650,SFI Principal Investigator Programme,,,Mathias Senge,Trinity College Dublin (TCD),Molecular Tuning of Porphyrins for Biomedical Applications,03/01/2010,2/28/2015,931806
09/IN.1/B2604,SFI Principal Investigator Programme,,,Jeremy Simpson,University College Dublin (UCD),Dissecting plasma membrane to endoplasmic reticulum trafficking pathways in mammalian cells - potential new avenues for improved drug delivery,03/01/2010,2/29/2016,1553962
08/US/B1676,SFI US-Ireland R&D Partnership Programme,Full Proposal,,Gerard McElvaney,Royal College of Surgeons in Ireland (RCSI),The Role of Anaerobic Bacterial Infection in Cystic Fibrosis,01/01/2010,12/31/2014,611840
10/CW/B1811,SFI Conferences and Workshops Programme,,,Martin Leahy,Royal College of Surgeons in Ireland (RCSI),Biophotonics and Imaging Conference (BioPIC) 2010,04/01/2010,12/27/2010,8822
10/CW/B1816,SFI Conferences and Workshops Programme,,,Dermot Cox,Royal College of Surgeons in Ireland (RCSI),60th Scientific & Standardization Committee Meeting of the International Society on Thrombosis & Haemostasis,04/01/2010,9/30/2010,2000
09/CW/I1797,SFI Conferences and Workshops Programme,,,Ielka van der Sluis,Trinity College Dublin (TCD),6th International Natural Language Generation Conference,05/01/2010,10/28/2010,2607
09/CW/I1798,SFI Conferences and Workshops Programme,,,Marcus Greferath,University College Dublin (UCD),IEEE Information Theory Workshop ITW 2010 Dublin,04/01/2010,9/28/2010,4985
10/CW/I1829,SFI Conferences and Workshops Programme,,,Chen Ching Liu,University College Dublin (UCD),Ireland-Taiwan Workshop on ICT & Energy,04/01/2010,9/28/2010,7000
07/JS/1280s1,WISER Junior Scholarship,,,Nora Aine ni Nuallain,University College Cork (UCC),SFI Scholarship - Young Women in Engineering,07/12/2010,10/11/2010,5836
08/JS/1480s1,WISER Junior Scholarship,,,Karsten Menzel,University College Cork (UCC),SFI Scholarship - Young Women in Engineering,07/01/2010,9/14/2010,5880
08/JS/1507s1,WISER Junior Scholarship,,,Paul Leahy,University College Cork (UCC),SFI Scholarship - Young Women in Engineering,5/31/2010,8/14/2010,3900
08/JS/1487s1,WISER Junior Scholarship,,,Martin Glavin,"National University of Ireland, Galway (NUIG)",SFI Scholarship - Young Women in Engineering,5/24/2010,08/07/2010,4992
08/JS/1459s1,WISER Junior Scholarship,,,Thomas Cosgrave,University of Limerick (UL),SFI Scholarship - Young Women in Engineering,5/24/2010,1/23/2012,5602
08/JS/1499s1,WISER Junior Scholarship,,,Paul Leahy,University College Cork (UCC),SFI Scholarship - Young Women in Engineering,06/08/2010,8/22/2010,3900
07/JS/1498s1,WISER Junior Scholarship,,,Ravindranathan Thampi,University College Dublin (UCD),SFI Scholarship - Young Women in Engineering,5/24/2010,08/07/2010,6435
07/JS/1307s1,WISER Junior Scholarship,,,Roger West,Trinity College Dublin (TCD),SFI Scholarship - Young Women in Engineering,5/31/2010,8/14/2010,4853
04/BR/M0044s1,SFI Research Frontiers Programme ,,Maternity / Adoptive Allowance,Sean Dineen,University College Dublin (UCD),Infinite Dimensional Complex Analysis,06/01/2006,4/27/2007,32969
10/CW/B1830,SFI Conferences and Workshops Programme,,,Abhay Pandit,"National University of Ireland, Galway (NUIG)",Better Collaboration for engineering Better Health,06/01/2010,9/29/2010,6600
10/CW/I1836,SFI Conferences and Workshops Programme,,,James Slevin,"National University of Ireland, Galway (NUIG)",Quantum-ESPRESSO - Workshop,05/01/2010,8/29/2010,3096
10/CW/I1834,SFI Conferences and Workshops Programme,,,Stephen O'Brien,University of Limerick (UL),European Study Group with Industry (ESG175),06/01/2010,9/29/2010,10000
10/CW/I1817,SFI Conferences and Workshops Programme,,,David Coker,University College Dublin (UCD),Atlantic Centre for Atomistic Modelling (ACAM) Workshop Series,05/01/2010,6/30/2011,38000
10/CW/I1832,SFI Conferences and Workshops Programme,,,Ielka van der Sluis,Trinity College Dublin (TCD),MOG 2010: 3rd Workshop on Multimodal Output Generation (MOG),06/01/2010,9/29/2010,860
10/CW/I1831,SFI Conferences and Workshops Programme,,,Michael O'Foghlu,Waterford Institute of Technology (WIT),Irish IPv6 Summit 2010: Broadband for the Future Internet,05/01/2010,7/31/2010,8000
10/USP/I1837,SFI US-Ireland R&D Partnership Programme,Planning Grant,,Cindy Colinge,Tyndall National Institute (TNI),Hybrid Substrate Technology: Application to Ge and III-V Compounds,06/01/2010,11/28/2010,1809
10/RFP/ECE2898,SFI Research Frontiers Programme,,,Gabriel Leen,University of Limerick (UL),A novel biomedically compatible optical fibre pressure sensor for clinical diagnostics,9/30/2010,9/29/2015,154464
10/RFP/ENM2901,SFI Research Frontiers Programme,,,Tim McGloughlin,University of Limerick (UL),Novel approaches to the development of key geometrical parameters and aneurysm rupture propensity utilizing 2D ultrasound data,10/01/2010,9/30/2014,101505
10/RFP/CAP2854,SFI Research Frontiers Programme,,,Eric Moore,Tyndall National Institute (TNI),Multi-sensing nano-structured sensor arrays for toxicity monitoring of cells relevant to human health.,08/01/2010,7/31/2014,156406
10/RFP/ECE2883,SFI Research Frontiers Programme,,,Russell Duane,Tyndall National Institute (TNI),Study of Dielectric Charging in Capacitive MEMS Switches,10/01/2010,3/31/2016,172146
